Product_Name,Appellation,Rating,Price
Château du Trignon 2018  Gigondas,Rhône Valley,94,$32
Sierra Cantabria 2014 Reserva  (Rioja),Northern Spain,94,$28
Walt 2020 Pinot Noir (Sta. Rita Hills),Central Coast,94,$44
SuNu 2019 Saffron Fields Pinot Noir (Oregon),Oregon Other,94,$75
Union Sacre 2021 Edelzwicker White (Central Coast),Central Coast,94,$22
V. Sattui 2018 Vittorio's Vineyard Cabernet Sauvignon (Napa Valley),Napa,94,$85
Vina Robles 2018 Creston Valley Vineyard Cabernet Sauvignon (Paso Robles),Central Coast,94,$44
Blair Fox 2019 Fox Family Vineyard Syrah (Los Olivos District),Central Coast,94,$60
Ramey 2016 Annum Cabernet Sauvignon (Napa Valley),Napa,94,$100
Rombauer 2017 Le Meilleur du Chai Cabernet Sauvignon (Napa Valley),Napa,94,$125
Chateau Margene 2019 Stella's Cabernet Sauvignon (Creston District),Central Coast,94,$110
Curto Marco 2015 La Foia Riserva  (Barolo),Piedmont,94,$95
Détente 2020 Western Block Field Blend Red (Adelaida District),Central Coast,94,$40
Domaine Schoffit 2018 Clos Saint-Théobald Grand Cru Riesling (Alsace),Alsace,94,$49
Dow's 2013 Quinta do Bomfim Vintage  (Port),Portugal,94,$65
Force Majeure 2019 Parabellum Coulée Red (Columbia Valley (WA)),Columbia Valley,94,$42
Joseph Cattin 2020 Hatschbourg Grand Cru Gewurztraminer (Alsace),Alsace,94,$30
Julien Schaal 2020 Kaleidoscope Riesling (Alsace),Alsace,94,$25
Mount Eden Vineyards 2018 Cabernet Sauvignon (Santa Cruz Mountains),Central Coast,94,$110
Quinta do Cume 2018 Grande Reserva Red (Douro),Portugal,94,$100
Tardieu-Laurent 2020 Vieilles Vignes White (Châteauneuf-du-Pape),Rhône Valley,94,$65
Thacher 2018 Original Copy Red (Adelaida District),Central Coast,94,$60
Thibido 2020 The Bedfellow Homestead Vineyared Syrah (Paso Robles Willow Creek District),Central Coast,94,$65
W. & J. Graham's 1997 Single Harvest Tawny  (Port),Portugal,94,$150
Bodega de Edgar 2019 Gran Reserva Tempranillo (Paso Robles),Central Coast,94,$100
Bodega de Edgar 2019 Priorato Paper Street Vineyard Red (Paso Robles Willow Creek District),Central Coast,94,$68
Brewer-Clifton 2020 Chardonnay (Sta. Rita Hills),Central Coast,94,$35
Cayuse 2019 Wallah Wallah Special #13 Syrah (Walla Walla Valley (OR)),Oregon Other,94,$190
Domaine Carneros 2017 Estate Brut Sparkling (Carneros),Napa-Sonoma,94,$37
Domaine Specht 2019 Gewurztraminer (Alsace),Alsace,94,$20
Falcone 2020 Syrah (Paso Robles),Central Coast,94,$30
Jean Biecher & Fils 2020 Rosacker Grand Cru Riesling (Alsace),Alsace,94,$45
Kevin White 2020 Pionnier Boushey Vineyard Grenache (Yakima Valley),Columbia Valley,94,$40
Marques de Griñon 2015 Svmma Varietalis Estate Bottled Red (Dominio de Valdepusa),Central Spain,94,N/A
McPrice Myers 2020 Right Hand Man Syrah (Central Coast),Central Coast,94,$25
Migration 2020 Single Vineyard Series Pinot Noir (Sta. Rita Hills),Central Coast,94,$72
Mount Eden Vineyards 2019 The Tanaka Project Pinot Noir (Santa Cruz Mountains),Central Coast,94,$95
Parrish Family 2018 Silken Red (Paso Robles),Central Coast,94,$70
PÁŠXA 2019 River Rock Vineyard Grenache (Walla Walla Valley (WA)),Columbia Valley,94,$85
PÁŠXA 2019 SJR Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,94,$85
Emeritus 2018 La Combette Hallberg Ranch Pinot Noir (Russian River Valley),Sonoma,94,$110
Isaac Fernández 2015  Ribera del Duero,Northern Spain,94,$60
Janzen 2019 Beckstoffer To Kalon Cabernet Sauvignon (Napa Valley),Napa,94,$250
Jean-Luc Baldès 2019 Clos Triguedina The New Black Wine  (Cahors),Southwest France,94,$175
Matthews 2020 Cabernet Sauvignon (Columbia Valley (WA)),Columbia Valley,94,$34
Jean-Luc Baldès 2019 Clos Triguedina The New Black Wine  (Cahors),Southwest France,94,$175
Quinta do Portal 2019 Grande Reserva Red (Douro),Portugal,94,$60
Rombauer 2017 Stice Lane Cabernet Sauvignon (St. Helena),Napa,94,$125
Stephen Ross 2019 Arete Stone Corral Vineyard Pinot Noir (Edna Valley),Central Coast,94,$80
Stephen Ross 2019 Stone Corral Vineyard Pinot Noir (Edna Valley),Central Coast,94,$68
Zaca Mesa 2019 Chapel G Syrah (Santa Ynez Valley),Central Coast,94,$48
Rombauer 2017 Stice Lane Cabernet Sauvignon (St. Helena),Napa,94,$125
Stephen Ross 2019 Arete Stone Corral Vineyard Pinot Noir (Edna Valley),Central Coast,94,$80
Stephen Ross 2019 Stone Corral Vineyard Pinot Noir (Edna Valley),Central Coast,94,$68
Zaca Mesa 2019 Chapel G Syrah (Santa Ynez Valley),Central Coast,94,$48
Aperture 2018 Del Rio Cabernet Sauvignon (Alexander Valley),Sonoma,94,$150
Brewer-Clifton 2020 3D Chardonnay (Sta. Rita Hills),Central Coast,94,$75
Brewer-Clifton 2020 Pinot Noir (Sta. Rita Hills),Central Coast,94,$40
Claus Preisinger 2014 Pannobile Red (Neusiedlersee),Austria,94,$45
Domaine du Pegau 2018 Cuvée A Tempo White (Châteauneuf-du-Pape),Rhône Valley,94,$275
Edouard Delaunay 2019 Premier Cru Les Perrières  (Nuits-St.-Georges),Burgundy,94,$145
Flâneur 2019 La Belle Promenade Vineyard Pinot Noir (Chehalem Mountains),Willamette Valley,94,$60
Force Majeure 2019 Parabellum Alluvio Red (Red Mountain),Columbia Valley,94,$50
Gabriel Meffre 2019 Domaine De Longue Toque Lieu Dit Les Plâtrières  (Gigondas),Rhône Valley,94,$100
Jaffurs 2019 Bien Nacido Vineyard Syrah (Santa Maria Valley),Central Coast,94,$55
Jaffurs 2019 Upslope Syrah (Santa Barbara County),Central Coast,94,$80
Jean-Marc Bernhard 2020 Riesling (Alsace),Alsace,94,$28
ONX 2019 Noble Intrigue Bien Nacido Vineyard Syrah (Santa Maria Valley),Central Coast,94,$70
Parrish Family 2018 Four Chords Red (Adelaida District),Central Coast,94,$75
Quinta do Vallado 2019 Reserva Field Blend Red (Douro),Portugal,94,$70
Quinta do Vallado 2019 Vinha da Coroa Red (Douro),Portugal,94,$100
Stephen Ross 2021 Paragon Vineyard Grenache Blanc (Edna Valley),Central Coast,94,$28
Walt 2020 The Corners Pinot Noir (Anderson Valley),Mendocino County,94,$85
Domaine Les Sibu 2019  Gigondas,Rhône Valley,93,$45
Domaine Schoffit 2019 Clos Saint-Théobald Grand Cru Gewurztraminer (Alsace),Alsace,93,$49
Domaine Zind-Humbrecht 2019 Clos Windsbuhl Riesling (Alsace),Alsace,93,$88
Domaine Zind-Humbrecht 2019 Hengst Grand Cru Gewurztraminer (Alsace),Alsace,93,$88
Domaine Zind-Humbrecht 2020 Pinot Blanc (Alsace),Alsace,93,$24
Firestone 2019 Petit Verdot (Santa Ynez Valley),Central Coast,93,$45
Gorman 2019 The Bully Cabernet Sauvignon (Red Mountain),Columbia Valley,93,$60
Greywacke 2021 Sauvignon Blanc (Marlborough),New Zealand,93,$23
Jaffurs 2020 Thompson Vineyard Petite Sirah (Santa Barbara County),Central Coast,93,$38
Jean-Luc Baldès 2019 Clos Triguedina Probus  (Cahors),Southwest France,93,$100
Kevin White 2019 Les Terrasses WeatherEye Vineyard Grenache (Yakima Valley),Columbia Valley,93,$55
Kevin White 2020 La Fraternite Red Wine Red (Yakima Valley),Columbia Valley,93,$35
Kukkula 2019 Lothario Red (Adelaida District),Central Coast,93,$45
Lumen 2019 Pinot Noir (Santa Maria Valley),Central Coast,93,$40
Marques de Griñon 2016 Caliza Red (Dominio de Valdepusa),Central Spain,93,N/A
Marqués de Vargas 2015 Gran Reserva  (Rioja),Northern Spain,93,$45
Matthews 2020 Claret (Columbia Valley (WA)),Columbia Valley,93,$34
Al Lago 2019 Aria Syrah (California),California Other,93,$65
Altos de Valdoso 2015 Reserva  (Ribera del Duero),Northern Spain,93,$65
Blair Fox 2019 Spear Vineyard Syrah (Sta. Rita Hills),Central Coast,93,$55
Bodega de Edgar 2019 Tarragona Paper Street Vineyard Red (Paso Robles Willow Creek District),Central Coast,93,$68
Bodega de Edgar 2019 Toro de Paso Paper Street Vineyard Tempranillo (Paso Robles Willow Creek District),Central Coast,93,$68
Casa Ferreirinha 2018 Castas Escondidas Red (Douro),Portugal,93,$60
Case Paolin 2021 Sui Lieviti Brut Nature  (Asolo Prosecco Superiore),Veneto,93,$22
Chateau Margene 2019 Cielo Rosso Sangiovese (Creston District),Central Coast,93,$100
Concha y Toro 2019 Marques De Casa Concha Etiqueta Negra Red (Puente Alto),Chile,93,$40
Quinta do Vallado 2019 Tinta Roriz Tinta Roriz (Douro),Portugal,93,$80
Quinta do Vallado 2019 Touriga Nacional Touriga Nacional (Douro),Portugal,93,$60
Rex Hill 2019 Shea Vineyard Pinot Noir (Yamhill-Carlton),Willamette Valley,93,$58
Ribafreixo 2017 Reserva Red (Alentejo),Portugal,93,$35
Riley's Rows 2019 3x3 Red (North Coast),North Coast,93,$34
Rubino Estates Winery 2018 Night Owl Estate Grown Barbera (Livermore Valley),Central Coast,93,$31
Structure 2019 Foundation Cabernet Franc (Columbia Valley (WA)),Columbia Valley,93,$40
Teso La Monja 2019 Almirez  (Toro),Northern Spain,93,$30
Union Sacre 2021 l'Orangerie Los Ositos Vineyard Gewurztraminer (Arroyo Seco),Central Coast,93,$42
Warre's 2009 Late Bottled Vintage  (Port),Portugal,93,$34
Alta Vista 2018 Single Vineyard Temis El Cepillo Malbec (Uco Valley),Mendoza Province,93,$50
Blair Fox 2019 Thompson Vineyard Syrah (Alisos Canyon),Central Coast,93,$55
Cass 2019 Backbone Syrah (Paso Robles),Central Coast,93,$49
Chappellet 2020 Grower Collection El Novillero Vineyard Chardonnay (Los Carneros),Napa-Sonoma,93,$55
Château de la Grenière 2019 Cuvée de la Chartreuse  (Lussac Saint-Émilion),Bordeaux,93,$50
Château Maucoil 2019 Privilège Red (Châteauneuf-du-Pape),Rhône Valley,93,$50
Devison 2021 Pocket Full of Shells Evergreen Vineyard Sauvignon Blanc (Ancient Lakes),Columbia Valley,93,$49
Domaine de Verquiere 2017  Gigondas,Rhône Valley,93,$43
Domaine Eden 2019 Chardonnay (Santa Cruz Mountains),Central Coast,93,$32
Domaine Zind-Humbrecht 2019 Roche Roulée Riesling (Alsace),Alsace,93,$48
Domaine Zind-Humbrecht 2020 Gewurztraminer (Alsace),Alsace,93,$29
Domaines Schlumberger 2019 Les Princes Abbés Pinot Noir (Alsace),Alsace,93,$27
Elizabeth Chambers 2019 Temperance Hill Vineyard Pinot Noir (Eola-Amity Hills),Willamette Valley,93,$60
Emeritus 2019 Hallberg Ranch Pinot Noir (Russian River Valley),Sonoma,93,$48
Etude 2019 Fiddlestix Vineyard Pinot Noir (Sta. Rita Hills),Central Coast,93,$50
Fritz 2020 Estate Reserve Zinfandel (Dry Creek Valley),Sonoma,93,$60
Gorman 2019 Behind The Black Curtain Syrah (Red Mountain),Columbia Valley,93,$80
Jean-Luc Colombo 2017 Les Bartavelles Interdites White (Châteauneuf-du-Pape),Rhône Valley,93,N/A
Longship 2020 Only One Cinsault (Horse Heaven Hills),Columbia Valley,93,$38
Marietta Cellars 2020 Román Estate Zinfandel (North Coast),North Coast,93,$26
Mark Ryan 2019 Lost Soul Red Willow Vineyard Syrah (Yakima Valley),Columbia Valley,93,N/A
McPrice Myers 2020 Paper Street Clairette Blanche (Paso Robles Willow Creek District),Central Coast,93,$48
Morandé 2019 House of Morandé Red (Maipo Valley),Chile,93,$50
Mount Eden Vineyards 2020 Wolff Vineyard Chardonnay (Edna Valley),Central Coast,93,$24
Stephen Ross 2019 Pinot Noir (Edna Valley),Central Coast,93,$40
SuNu 2019 Shea East Hill Heritage Clones Pinot Noir (Oregon),Oregon Other,93,$75
Testarossa 2020 Rancho La Vina Vineyard Pinot Noir (Sta. Rita Hills),Central Coast,93,$74
The Eyrie Vineyards 2019 Estate Pinot Noir (Dundee Hills),Willamette Valley,93,$50
Tlo 2019 Reserve Syrah (Edna Valley),Central Coast,93,$55
Tlo 2019 Visko Red (Paso Robles),Central Coast,93,$50
WillaKenzie Estate 2019 Aliette Pinot Noir (Yamhill-Carlton),Willamette Valley,93,$70
Alexana 2019 Fennwood Vineyard Pinot Noir (Yamhill-Carlton),Willamette Valley,93,$65
Bella 2019 The Sailor + The Cow Zinfandel (Dry Creek Valley),Sonoma,93,$58
Bolt To Wines 2020 Syrah (Ballard Canyon),Central Coast,93,$40
Bryn Mawr Vineyards 2019 Estate Chardonnay (Eola-Amity Hills),Willamette Valley,93,$40
Cairdeas 2020 Concrete Syrah (Royal Slope),Columbia Valley,93,$46
Château Maucoil 2019 White (Châteauneuf-du-Pape),Rhône Valley,93,$36
Château Puech-Haut 2018 Tête de Bélier White (Languedoc),Languedoc-Roussillon,93,$44
Domaine Chante Cigale 2020 White (Châteauneuf-du-Pape),Rhône Valley,93,$45
Domaine Pierre Usseglio et Fils 2019 White (Châteauneuf-du-Pape),Rhône Valley,93,$55
Domaine Zind-Humbrecht 2019 Sommerberg Grand Cru Riesling (Alsace),Alsace,93,$88
Ex Post Facto 2020 Syrah (Santa Barbara County),Central Coast,93,$35
Flâneur 2019 Cuvée Constantin Pinot Noir (Willamette Valley),Willamette Valley,93,$50
Flechas de los Andes 2017 Edmond de Rothschild Heritage Gran Corte Red (Mendoza),Mendoza Province,93,$40
Château Puech-Haut 2018 Tête de Bélier White (Languedoc),Languedoc-Roussillon,93,$44
Domaine Chante Cigale 2020 White (Châteauneuf-du-Pape),Rhône Valley,93,$45
Domaine Pierre Usseglio et Fils 2019 White (Châteauneuf-du-Pape),Rhône Valley,93,$55
Domaine Zind-Humbrecht 2019 Sommerberg Grand Cru Riesling (Alsace),Alsace,93,$88
Ex Post Facto 2020 Syrah (Santa Barbara County),Central Coast,93,$35
Flâneur 2019 Cuvée Constantin Pinot Noir (Willamette Valley),Willamette Valley,93,$50
Flechas de los Andes 2017 Edmond de Rothschild Heritage Gran Corte Red (Mendoza),Mendoza Province,93,$40
Frei Brothers 2019 Reserve Cabernet Sauvignon (Alexander Valley),Sonoma,93,$25
Grevino 2020 Pinot Noir (Santa Maria Valley),Central Coast,93,$125
Kukkula 2019 In the Red Red (Adelaida District),Central Coast,93,$50
Longship 2020 Ginger Man Phinney Hill Vineyard Syrah (Horse Heaven Hills),Columbia Valley,93,$38
Lumen 2020 Grenache (Santa Barbara County),Central Coast,93,$36
Santa Rita 2019 Triple C Estate Bottled Red (Maipo Valley),Chile,93,$40
SuNu 2019 Matteri Vineyard Pinot Noir (Oregon),Oregon Other,93,$75
Turning Tide 2021 Picpoul (Happy Canyon of Santa Barbara),Central Coast,93,$23
WeatherEye 2020 Estate Roussanne (Red Mountain),Columbia Valley,93,N/A
Domaine Berthoumieu 2017 Charles de Batz  (Madiran),Southwest France,93,$20
Domaine des Remizières 2020 Cuvée Christophe White (Crozes-Hermitage),Rhône Valley,93,$40
Domaine du Vieux Lazaret 2018 White (Châteauneuf-du-Pape),Rhône Valley,93,$48
Domaine Zind-Humbrecht 2019 Clos Saint Urbain Rangen De Thann Grand Cru Gewurztraminer (Alsace),Alsace,93,$115
Domaine Zind-Humbrecht 2020 Riesling (Alsace),Alsace,93,N/A
Dusted Valley 2019 Tall Tales Stoney Vine Estate Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,93,$62
Eberle 2020 Steinbeck Vineyard Syrah (Paso Robles),Central Coast,93,$38
Edouard Delaunay 2019 Vieilles Vignes Le Village  (Chambolle-Musigny),Burgundy,93,$120
Edouard Delaunay 2019 Vieilles Vignes Le Village  (Chambolle-Musigny),Burgundy,93,$120
Edouard Delaunay 2019 Vieilles Vignes Le Village  (Nuits-St.-Georges),Burgundy,93,$100
Encell 2019 Malbec (Paso Robles),Central Coast,93,$39
Flâneur 2019 Espirit de Corps Pinot Noir (Ribbon Ridge),Willamette Valley,93,$75
Gary Farrell 2019 Rochioli Chardonnay (Russian River Valley),Sonoma,93,$65
Jaffurs 2019 Kimsey Vineyard Syrah (Ballard Canyon),Central Coast,93,$55
Kukkula 2019 Noir Syrah (Adelaida District),Central Coast,93,$65
Ruby Hill Winery 2019 Jewel Collection Series Estate Reserve Cabernet Sauvignon (Livermore Valley),Central Coast,93,$57
Slamdance Kooperatieve 2020 Red (Central Coast),Central Coast,93,$42
Testarossa 2020 Rosemary's Vineyard Chardonnay (Arroyo Grande Valley),Central Coast,93,$53
Tlo 2019 Zinfandel (Paso Robles),Central Coast,93,$50
Tokara 2018 Director's Reserve Sauvignon Blanc-Sémillon (Stellenbosch),South Africa,93,$39
Viña Otano 2014 Gran Reserva  (Rioja),Northern Spain,93,$40
Warre's 1992 Otima Single Year Tawny  (Port),Portugal,93,$67
McPrice Myers 2021 Beautiful Earth White (Paso Robles),Central Coast,93,$35
MCV 2020 Grenache (Paso Robles),Central Coast,93,$50
Mendel 2018 Unus Malbec-Cabernet Sauvignon-Petit Verdot Red (Mendoza),Mendoza Province,93,N/A
Morgan 2020 Tempranillo (Arroyo Seco),Central Coast,93,$25
Arzuaga 2016 Reserva Especial  (Ribera del Duero),Northern Spain,93,$99
Binomio 2018 Riserva  (Montepulciano d'Abruzzo),Central Italy,93,$52
Blair Fox 2019 The Dare Syrah (Santa Barbara County),Central Coast,93,$75
Castello di Amorosa 2019 Rancho Victoria Barbera (Sierra Foothills),Sierra Foothills,93,$42
Chateau Margene 2018 Stella's Vineyard Cabernet Sauvignon (Creston District),Central Coast,93,$110
Château Simian 2020 Le Traversier White (Châteauneuf-du-Pape),Rhône Valley,93,$60
Edouard Delaunay 2019 Premier Cru Les Petits Vougeots  (Vougeot),Burgundy,93,$135
Force Majeure 2019 Estate Grown Tempranillo (Red Mountain),Columbia Valley,93,$90
Fritz 2019 Estate Reserve Cabernet Sauvignon (Dry Creek Valley),Sonoma,93,$80
Howard's Folly 1991 Casa Manoel Boullush White (Carcavelos),Portugal,93,$70
Intruso 2019 Grand Cuvée Red (Montsant),Catalonia,93,$20
Kosta Browne 2020 Pinot Noir (Anderson Valley),Mendocino County,93,$115
MCV 2020 Petite Sirah (Paso Robles),Central Coast,93,$36
Nino Franco 2021 Vigneto della Riva si San Floriano Brut  (Valdobbiadene Prosecco Superiore),Veneto,93,$29
ONX 2018 Black Orchid Petite Sirah (Templeton Gap District),Central Coast,93,$54
Quinta do Portal 2019 Reserva Red (Douro),Portugal,93,$32
Ridge 2020 Three Valleys Red (Sonoma County),Sonoma,93,$32
Samsara 2021 Watch Hill Vineyard Clairette (Santa Barbara County),Central Coast,93,$42
Structure 2019 Foundation Cabernet Sauvignon (Columbia Valley (WA)),Columbia Valley,93,$40
Structure 2019 Foundation Malbec (Horse Heaven Hills),Columbia Valley,93,$35
Tarón 2014 Reserva Rioja Alta  (Rioja),Northern Spain,93,N/A
Zuccardi 2018 Aluvional Malbec (Gualtallary),Mendoza Province,93,$90
Zuccardi 2018 Finca Canal Uco Malbec (Uco Valley),Mendoza Province,93,$130
Domaines Schlumberger 2018 Kessler Grand Cru Riesling (Alsace),Alsace,92,$42
Domaines Schlumberger 2019 Kitterle Grand Cru Riesling (Alsace),Alsace,92,$48
Finca Nueva 2015 Reserva  (Rioja),Northern Spain,92,$30
Foolhardy 2021 Sauvignon Blanc (Ancient Lakes),Columbia Valley,92,$28
Future Perfect NV Brut Rosé Sparkling (California),California Other,92,$65
Hungry Hawk 2019 Rock Ridge Carmenere (San Diego County),South Coast,92,$65
Kevin White 2020 La Paysanne Mourvèdre (Yakima Valley),Columbia Valley,92,$40
Kuentz-Bas 2020 Riesling (Alsace),Alsace,92,N/A
Mark Ryan 2020 Olivia Grace Red (Columbia Valley (WA)),Columbia Valley,92,N/A
Markham 2018 Cabernet Sauvignon (Napa Valley),Napa,92,$48
Masciarelli 2019 Marina Cvetic Riserva  (Trebbiano d'Abruzzo),Central Italy,92,$50
Matthews 2020 Cuvée Red (Columbia Valley (WA)),Columbia Valley,92,$34
Morgan 2021 Albariño (Arroyo Seco),Central Coast,92,$24
Navarro 2021 Riesling (Anderson Valley),Mendocino County,92,$25
ONX 2021 Indie Rosé Rosé of Tempranillo (Templeton Gap District),Central Coast,92,$28
Alexana 2019 Zena Crown Vineyard Pinot Noir (Eola-Amity Hills),Willamette Valley,92,$65
Almaviva 2019 EPU Red (Maipo Valley),Chile,92,$65
Baxter 2019 Murphy's Larder Pinot Noir (Anderson Valley),Mendocino County,92,$56
Bodega de Edgar 2020 El Cabrhône Red (Paso Robles),Central Coast,92,$50
Bodega de Edgar 2020 Tempranillo (Paso Robles Willow Creek District),Central Coast,92,$58
Brewer-Clifton 2020 Machado Chardonnay (Sta. Rita Hills),Central Coast,92,$65
Bryn Mawr Vineyards 2019 Estate Pinot Noir (Eola-Amity Hills),Willamette Valley,92,$40
Buehler 2019 Estate Cabernet Sauvignon (Napa Valley),Napa,92,$40
Cass 2019 Rockin' Ted G-S-M (Paso Robles),Central Coast,92,$75
Quinta do Cume 2016 Old Vines Red (Douro),Portugal,92,$80
Reyneke 2018 Reserve Biodynamic Sauvignon Blanc (Stellenbosch),South Africa,92,$45
Santa Margherita 2021 Rive di Refrontolo Extra Brut  (Valdobbiadene Prosecco Superiore),Veneto,92,$40
Structure 2019 Foundation Merlot (Yakima Valley),Columbia Valley,92,$40
Thibido 2021 First Date La Vista Vineyard Grenache Blanc (Adelaida District),Central Coast,92,$43
Volker Eisele Family Estate 2017 Las Flores Cabernet Sauvignon (Chiles Valley),Napa,92,$80
Wolfberger 2020 Riesling (Alsace),Alsace,92,$23
Zaca Mesa 2019 Eight Barrel Syrah (Santa Ynez Valley),Central Coast,92,$48
Zaca Mesa 2021 Rosé of Grenache (Santa Ynez Valley),Central Coast,92,$28
The Four Graces 2021 Pinot Blanc (Willamette Valley),Willamette Valley,92,$23
Tikal 2018 Natural Certified Biodynamic Malbec-Syrah (Vista Flores),Mendoza Province,92,$23
Tread 2020 Chardonnay (Santa Barbara County),Central Coast,92,$35
Valle Pradinhos 2019 Touriga Nacional Touriga Nacional (Trás-os-Montes),Portugal,92,$35
Boheme 2019 Occidental Hills Pinot Noir (Sonoma Coast),Sonoma,92,N/A
Cass 2019 G-S-M (Paso Robles Geneseo District),Central Coast,92,$24
Cass 2019 Reserve Cabernet Sauvignon (Paso Robles),Central Coast,92,$125
Cass 2019 Rockin' One Red (Paso Robles),Central Coast,92,$49
Domaine Arnoux Père et Fils 2019  Chorey-lès-Beaune,Burgundy,92,$40
Domaine Schoffit 2019 Lieu-dit Harth Cuvée Caroline Gewurztraminer (Alsace),Alsace,92,$24
Rex Hill 2019 Alloro Vineyard Pinot Noir (Chehalem Mountains),Willamette Valley,92,$58
Rex Hill 2019 Pinot Noir (Willamette Valley),Willamette Valley,92,$38
Rombauer 2017 Cabernet Sauvignon (Atlas Peak),Napa,92,$125
Sierra Vista 2019 Cabernet Sauvignon (El Dorado),Sierra Foothills,92,$29
Boheme 2019 Occidental Hills Pinot Noir (Sonoma Coast),Sonoma,92,N/A
Cass 2019 G-S-M (Paso Robles Geneseo District),Central Coast,92,$24
Cass 2019 Reserve Cabernet Sauvignon (Paso Robles),Central Coast,92,$125
Cass 2019 Rockin' One Red (Paso Robles),Central Coast,92,$49
Domaine Arnoux Père et Fils 2019  Chorey-lès-Beaune,Burgundy,92,$40
Domaine Schoffit 2019 Lieu-dit Harth Cuvée Caroline Gewurztraminer (Alsace),Alsace,92,$24
FEL 2021 Pinot Gris (Anderson Valley),Mendocino County,92,$32
Fess Parker 2020 Rodney's Vineyard Riesling (Santa Barbara County),Central Coast,92,$25
McPrice Myers 2020 Beautiful Earth Red (Paso Robles),Central Coast,92,$45
Moonbase Cellars 2020 Max Q Series Funk Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,92,$55
Naveran 2018 Perles Roses Cuvée Antonia Sparkling (Cava),Catalonia,92,$37
ONX 2021 Field Day Sauvignon Blanc (Templeton Gap District),Central Coast,92,$32
Outerbound 2019 Wessel-Smith Ranch Reserve Cabernet Sauvignon (Alexander Valley),Sonoma,92,$60
Rex Hill 2019 Alloro Vineyard Pinot Noir (Chehalem Mountains),Willamette Valley,92,$58
Krutz 2019 Soberanes Vineyard Pinot Noir (Santa Lucia Highlands),Central Coast,92,$65
Longship 2019 Pet Cheetah Grenache (Yakima Valley),Columbia Valley,92,$38
Longship 2019 Star Ship Cabernet Sauvignon (Columbia Valley (WA)),Columbia Valley,92,$24
Lorenzi Estate 2017 Hillside Vineyard Cabernet Sauvignon (Temecula Valley),South Coast,92,$95
McPrice Myers 2020 Beautiful Earth Red (Paso Robles),Central Coast,92,$45
Moonbase Cellars 2020 Max Q Series Funk Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,92,$55
Valle Pradinhos 2019 Touriga Nacional Touriga Nacional (Trás-os-Montes),Portugal,92,$35
W. & J. Graham's 2017 Late Bottled Vintage  (Port),Portugal,92,$25
WeatherEye 2019 Hillfighter Red (Red Mountain),Columbia Valley,92,$55
Balletto 2019 Burnside Road Pinot Noir (Russian River Valley),Sonoma,92,$52
Barone Cornacchia 2017 Vizzarro Riserva  (Montepulciano d'Abruzzo Colline Teramane),Central Italy,92,$38
BiancaVigna 2021 Sui Lieviti Brut Nature  (Conegliano Valdobbiadene Prosecco Superiore),Veneto,92,N/A
SuNu 2019 Lazy River Pinot Noir (Oregon),Oregon Other,92,$75
The Eyrie Vineyards 2020 Estate Pinot Gris (Dundee Hills),Willamette Valley,92,$30
Tlo 2019 Petite Sirah (Paso Robles),Central Coast,92,$50
Valle Pradinhos 2020 Reserva Red (Trás-os-Montes),Portugal,92,$26
Villa Creek 2020 Rocks & Flowers Red (Paso Robles),Central Coast,92,N/A
Wolfberger 2020 Pinot Blanc (Alsace),Alsace,92,$21
Balletto 2019 Burnside Road Pinot Noir (Russian River Valley),Sonoma,92,$52
Barone Cornacchia 2017 Vizzarro Riserva  (Montepulciano d'Abruzzo Colline Teramane),Central Italy,92,$38
BiancaVigna 2021 Sui Lieviti Brut Nature  (Conegliano Valdobbiadene Prosecco Superiore),Veneto,92,N/A
Big Table Farm 2019 Funk Estate Vineyard Syrah,Oregon Other,92,$68
Blair Fox 2019 Tierra Alta Vineyard Syrah (Ballard Canyon),Central Coast,92,$55
Board Track Racer 2020 The Shift Syrah Mourvèdre Grenache Red (Columbia Valley (WA)),Columbia Valley,92,$28
Domaine Zind-Humbrecht 2019 Roche Roulée Gewurztraminer (Alsace),Alsace,92,$48
Dusty Nabor 2020 Hilliard Bruce Vineyard Chardonnay (Sta. Rita Hills),Central Coast,92,$40
Elizabeth Chambers 2019 Reserve Pinot Noir (Willamette Valley),Willamette Valley,92,$48
Finca la Celia 2017 Paraje Altamira Malbec (Uco Valley),Mendoza Province,92,$90
Firestone 2019 The Chairman Series Cabernet Sauvignon (Santa Ynez Valley),Central Coast,92,$48
Freemark Abbey 2018 Sycamore Cabernet Sauvignon (Rutherford),Napa,92,$175
Domaine Berthoumieu 2020 La Fé  (Madiran),Southwest France,92,$18
Domaine D'en Ségur 2020 Cuvée Germain Red (Côtes du Tarn),Southwest France,92,$16
Domaine Zind-Humbrecht 2019 Clos Häuserer Riesling (Alsace),Alsace,92,$75
Domaine Zind-Humbrecht 2019 Roche Roulée Gewurztraminer (Alsace),Alsace,92,$48
Dusty Nabor 2020 Hilliard Bruce Vineyard Chardonnay (Sta. Rita Hills),Central Coast,92,$40
Elizabeth Chambers 2019 Reserve Pinot Noir (Willamette Valley),Willamette Valley,92,$48
Nicolas-Jay 2020 Affinités Chardonnay (Willamette Valley),Willamette Valley,92,$50
